nios2-terminal: connected to hardware target using JTAG UART on cable
nios2-terminal: "USB-Blaster [USB-0]", device 1, instance 0
nios2-terminal: (Use the IDE stop button or Ctrl-C to terminate)

Interrupt method selected
Please, press PB0 to continue, or change switch position and press PB1
2, 1, 0, 15, 49805, 0,
4, 2, 1, 23, 33583, 2833,
6, 3, 0, 8, 57482, 125,
8, 4, 1, 24, 64963, 1,
10, 5, 0, 29, 31414, 0,
12, 6, 1, 18, 8343, 0,
14, 7, 0, 24, 52966, 0,
16, 8, 1, 24, 41016, 0,
18, 9, 1, 22, 29509, 0,
20, 10, 0, 28, 19797, 0,
22, 11, 1, 32, 12607, 0,
24, 12, 0, 19, 4867, 0,
26, 13, 1, 45, 164, 0,
28, 14, 0, 26, 61242, 0,
30, 15, 1, 35, 56310, 0,
32, 16, 0, 55, 51828, 0,
34, 17, 1, 39, 49832, 0,
36, 18, 1, 45, 46743, 0,
38, 19, 0, 28, 44961, 0,
40, 20, 1, 60, 41638, 0,
42, 21, 0, 37, 39528, 0,
44, 22, 1, 47, 36899, 0,
46, 23, 0, 60, 35699, 0,
48, 24, 1, 61, 35910, 0,
50, 25, 0, 69, 31806, 0,
52, 26, 1, 53, 31024, 0,
54, 27, 0, 45, 29415, 0,
56, 28, 1, 62, 27468, 0,
58, 29, 1, 52, 27259, 0,
60, 30, 0, 47, 25894, 0,
62, 31, 1, 52, 24332, 0,
64, 32, 0, 54, 24174, 0,
66, 33, 33, 77, 22942, 0,
68, 34, 1, 54, 22757, 0,
70, 35, 30, 70, 20997, 0,
72, 36, 88, 63, 25014, 0,
74, 37, 492, 78, 20071, 0,
76, 38, 94, 57, 18879, 0,
78, 39, 2, 63, 18038, 0,
80, 40, 121, 69, 18619, 0,
82, 41, 2, 70, 17043, 0,
84, 42, 345, 74, 19484, 0,
86, 43, 160, 71, 15826, 0,
88, 44, 298, 87, 17546, 0,
90, 45, 250, 85, 16521, 0,
92, 46, 169, 95, 15268, 0,
94, 47, 121, 98, 14099, 0,
96, 48, 2, 99, 13664, 0,
98, 49, 298, 87, 13405, 0,
100, 50, 592, 87, 13164, 0,
102, 51, 863, 64, 12874, 0,
104, 52, 1127, 76, 12631, 0,
106, 53, 1407, 76, 12400, 0,
108, 54, 1667, 101, 15027, 0,
110, 55, 1916, 101, 17657, 0,
112, 56, 2107, 120, 12733, 0,
114, 57, 351, 113, 9981, 0,
116, 58, 120, 108, 10210, 0,
118, 59, 327, 117, 10089, 0,
120, 60, 562, 106, 9923, 0,
122, 61, 784, 105, 9745, 0,
124, 62, 1007, 89, 9616, 0,
126, 63, 1206, 93, 9425, 0,
128, 64, 1453, 132, 10184, 0,
130, 65, 720, 133, 8579, 0,
132, 66, 902, 125, 8593, 0,
134, 67, 1102, 120, 8817, 0,
136, 68, 779, 121, 9021, 0,
138, 69, 668, 124, 9022, 0,
140, 70, 389, 124, 8047, 0,
142, 71, 245, 133, 7194, 0,
144, 72, 31, 124, 6919, 0,
146, 73, 99, 112, 6844, 0,
148, 74, 301, 122, 6731, 0,
150, 75, 507, 120, 6641, 0,
152, 76, 695, 107, 6558, 0,
154, 77, 872, 122, 6463, 0,
156, 78, 1047, 107, 6381, 0,
158, 79, 1197, 105, 6339, 0,
160, 80, 1415, 106, 6227, 0,
162, 81, 1575, 122, 6157, 0,
164, 82, 1738, 106, 6082, 0,
166, 83, 1918, 105, 6003, 0,
168, 84, 2015, 106, 5950, 0,
170, 85, 2217, 121, 5861, 0,
172, 86, 2396, 105, 5795, 0,
174, 87, 2530, 104, 5729, 0,
176, 88, 2684, 112, 5670, 0,
178, 89, 2771, 106, 5598, 0,
180, 90, 2919, 109, 5558, 0,
182, 91, 3068, 119, 5496, 0,
184, 92, 3194, 120, 5409, 0,
186, 93, 3337, 105, 5361, 0,
188, 94, 3413, 117, 5288, 0,
190, 95, 3549, 104, 5241, 0,
192, 96, 3653, 107, 5211, 0,
194, 97, 3762, 119, 5125, 0,
196, 98, 3874, 102, 5083, 0,
198, 99, 4023, 118, 5041, 0,
200, 100, 4136, 119, 4988, 0,
202, 101, 4228, 118, 4928, 0,
204, 102, 4341, 102, 4905, 0,
206, 103, 4533, 104, 4842, 0,
208, 104, 4656, 104, 4792, 0,
210, 105, 4752, 116, 4747, 0,
212, 106, 4812, 117, 4704, 0,
214, 107, 4910, 104, 4661, 0,
216, 108, 5005, 120, 4637, 0,
218, 109, 5123, 174, 7343, 0,
220, 110, 5236, 195, 8398, 0,
222, 111, 5325, 213, 8815, 0,
224, 112, 5408, 217, 5672, 0,
226, 113, 5479, 221, 5239, 0,
228, 114, 2391, 174, 2443, 0,
230, 115, 2399, 168, 2368, 0,
232, 116, 2540, 164, 2624, 0,
234, 117, 2603, 179, 2792, 0,
236, 118, 2749, 156, 2850, 0,
238, 119, 2825, 177, 2858, 0,
240, 120, 2926, 176, 2809, 0,
242, 121, 3039, 176, 2786, 0,
