nios2-terminal: connected to hardware target using JTAG UART on cable
nios2-terminal: "USB-Blaster [USB-0]", device 1, instance 0
nios2-terminal: (Use the IDE stop button or Ctrl-C to terminate)

Tight Polling method selected
Please, press PB0 to continue, or change switch position and press PB1
2, 1, 1, 4, 37528, 0
4, 2, 1, 6, 26891, 16183
6, 3, 10861, 8, 59040, 505
8, 4, 1, 8, 62028, 0
10, 5, 12622, 8, 32536, 0
12, 6, 10444, 8, 2931, 0
14, 7, 1, 8, 49768, 0
16, 8, 9527, 11, 36058, 0
18, 9, 10217, 10, 27434, 0
20, 10, 11685, 15, 21564, 0
22, 11, 1, 13, 58679, 0
24, 12, 12586, 19, 9285, 0
26, 13, 1, 20, 45038, 0
28, 14, 1, 22, 51712, 0
30, 15, 10415, 25, 57310, 0
32, 16, 1, 27, 53660, 0
34, 17, 9463, 29, 50012, 0
36, 18, 7411, 30, 45299, 0
38, 19, 8587, 32, 42126, 0
40, 20, 14431, 35, 46177, 0
42, 21, 1, 35, 20820, 0
44, 22, 1, 35, 14909, 0
46, 23, 1, 35, 10977, 0
48, 24, 9133, 39, 30863, 0
50, 25, 8682, 41, 29776, 0
52, 26, 1, 27, 4475, 0
54, 27, 1, 26, 7892, 0
56, 28, 1, 30, 7903, 0
58, 29, 10724, 44, 22607, 0
60, 30, 1, 33, 5451, 0
62, 31, 14464, 53, 29641, 0
64, 32, 1, 31, 441, 2
66, 33, 13037, 54, 26147, 0
68, 34, 1, 28, 417, 0
70, 35, 11379, 58, 22089, 0
72, 36, 1, 30, 386, 0
74, 37, 1, 32, 376, 0
76, 38, 1, 31, 380, 0
78, 39, 1, 32, 351, 0
80, 40, 1, 36, 336, 0
82, 41, 1, 39, 428, 0
84, 42, 11427, 65, 17543, 0
86, 43, 9917, 65, 12811, 0
88, 44, 1, 33, 315, 1
90, 45, 10667, 60, 11071, 0
92, 46, 11231, 75, 15657, 2
94, 47, 10182, 58, 10650, 0
96, 48, 1, 32, 290, 2
98, 49, 9814, 59, 10186, 1
100, 50, 1, 31, 273, 2
102, 51, 9442, 65, 9786, 2
104, 52, 1, 32, 318, 163
106, 53, 9095, 67, 9424, 1
108, 54, 1, 32, 247, 0
110, 55, 11683, 84, 12015, 1
112, 56, 1, 32, 244, 3038
114, 57, 13781, 98, 14482, 1
116, 58, 1, 47, 304, 17
118, 59, 14041, 101, 14324, 0
120, 60, 1, 31, 223, 2304
122, 61, 1, 33, 221, 3402
124, 62, 1, 31, 216, 4457
126, 63, 1, 38, 207, 5489
128, 64, 1, 29, 256, 6460
130, 65, 1, 56, 201, 7440
132, 66, 1, 26, 202, 9399
134, 67, 1, 23, 196, 13332
136, 68, 1, 24, 198, 11439
138, 69, 1, 29, 193, 9104
140, 70, 1, 31, 257, 11013
142, 71, 1, 31, 184, 10468
144, 72, 1, 34, 182, 8982
146, 73, 1, 32, 185, 6446
148, 74, 1, 37, 181, 3352
150, 75, 1, 40, 175, 1139
152, 76, 1, 38, 171, 2986
154, 77, 1, 33, 159, 9264
156, 78, 1, 37, 171, 6330
158, 79, 1, 35, 167, 8803
160, 80, 1, 33, 166, 9499
162, 81, 1, 32, 212, 11612
164, 82, 1, 36, 162, 9900
166, 83, 1, 33, 161, 11238
168, 84, 11563, 112, 7911, 0
170, 85, 10094, 74, 1537, 0
172, 86, 11289, 92, 5850, 0
174, 87, 10398, 70, 967, 0
176, 88, 11033, 99, 5719, 0
178, 89, 10917, 89, 5653, 0
180, 90, 10780, 24, 211, 0
182, 91, 10687, 115, 5526, 0
184, 92, 10545, 31, 209, 0
186, 93, 10425, 121, 5426, 0
188, 94, 10325, 32, 203, 0
190, 95, 10212, 38, 206, 0
192, 96, 10112, 31, 199, 0
194, 97, 10028, 51, 178, 0
196, 98, 1, 31, 126, 9944
198, 99, 9788, 39, 214, 0
200, 100, 9736, 33, 167, 0
202, 101, 9641, 108, 4983, 0
204, 102, 9541, 33, 170, 0
206, 103, 1, 22, 121, 9473
208, 104, 9323, 31, 202, 0
210, 105, 1, 32, 121, 9292
212, 106, 9184, 36, 163, 0
214, 107, 1, 35, 117, 9181
216, 108, 9012, 33, 164, 0
218, 109, 1, 37, 112, 9069
220, 110, 8813, 30, 198, 0
222, 111, 1, 35, 112, 9689
224, 112, 1, 31, 113, 9762
226, 113, 8612, 30, 161, 0
228, 114, 1, 30, 107, 12669
230, 115, 8462, 29, 160, 0
232, 116, 1, 31, 135, 13017
234, 117, 1, 33, 107, 12068
236, 118, 1, 35, 105, 11384
238, 119, 1, 62, 106, 9819
240, 120, 1, 38, 110, 8392
242, 121, 1, 38, 104, 9077
244, 122, 1, 37, 135, 9391
246, 123, 1, 37, 100, 10030
248, 124, 1, 34, 123, 10704
250, 125, 1, 34, 97, 11184
252, 126, 1, 33, 95, 11827
254, 127, 1, 32, 97, 12387
256, 128, 1, 30, 129, 13059
258, 129, 1, 29, 89, 13551
260, 130, 1, 30, 92, 13667
262, 131, 1, 24, 87, 10204
264, 132, 1, 28, 90, 10967
266, 133, 1, 33, 114, 8888
268, 134, 1, 33, 86, 7495
270, 135, 1, 34, 84, 8716
272, 136, 1, 32, 84, 10536
274, 137, 1, 37, 83, 10249
276, 138, 1, 34, 80, 10785
278, 139, 1, 37, 111, 11190
280, 140, 1, 31, 78, 10922
282, 141, 1, 31, 79, 10619
284, 142, 1, 34, 80, 10338
286, 143, 1, 36, 76, 10375
288, 144, 1, 31, 78, 9824
290, 145, 1, 33, 100, 9476
292, 146, 1, 31, 76, 9333
294, 147, 1, 32, 79, 9144
296, 148, 1, 26, 77, 8838
298, 149, 1, 41, 77, 8670
300, 150, 1, 35, 76, 8388
302, 151, 1, 32, 100, 8069
304, 152, 1, 33, 75, 7885
306, 153, 1, 32, 75, 7734
308, 154, 6357, 43, 96, 2
310, 155, 1, 31, 70, 7019
312, 156, 6283, 59, 88, 2
314, 157, 1, 35, 74, 6500
316, 158, 6206, 34, 85, 2
318, 159, 1, 33, 78, 6351
320, 160, 6129, 34, 84, 2
322, 161, 1, 33, 70, 6090
324, 162, 11977, 32, 147, 2
326, 163, 1, 32, 68, 6060
328, 164, 11875, 31, 124, 2
330, 165, 1, 28, 69, 6696
332, 166, 11733, 27, 123, 2
334, 167, 1, 29, 71, 7521
336, 168, 11541, 35, 148, 2
338, 169, 1, 33, 69, 6822
340, 170, 11483, 33, 107, 3
342, 171, 1, 32, 67, 8183
344, 172, 1, 37, 70, 6997
346, 173, 1, 37, 65, 10176
348, 174, 1, 25, 88, 10659
350, 175, 1, 31, 62, 9540
352, 176, 1, 33, 65, 8786
354, 177, 1, 34, 64, 7744
356, 178, 1, 39, 61, 6575
358, 179, 1, 34, 66, 5704
360, 180, 1, 36, 89, 5455
362, 181, 1, 44, 63, 7155
364, 182, 1, 43, 61, 7273
366, 183, 1, 32, 62, 7783
368, 184, 1, 60, 59, 8608
370, 185, 1, 32, 79, 8225
372, 186, 1, 73, 59, 8466
374, 187, 1, 40, 55, 9143
376, 188, 1, 69, 57, 9252
378, 189, 1, 36, 58, 9210
380, 190, 1, 27, 58, 5426
382, 191, 1, 30, 77, 5229
384, 192, 1, 32, 56, 7012
386, 193, 1, 35, 51, 5428
388, 194, 1, 32, 52, 7352
390, 195, 1, 32, 55, 7092
392, 196, 1, 33, 55, 6976
394, 197, 1, 34, 67, 6767
396, 198, 1, 30, 53, 6618
398, 199, 1, 34, 80, 6413
400, 200, 1, 34, 52, 6245
402, 201, 1, 32, 51, 6055
404, 202, 1, 32, 49, 5833
406, 203, 1, 33, 70, 5654
408, 204, 1, 34, 50, 5512
410, 205, 1, 39, 51, 5330
412, 206, 1, 27, 49, 5334
414, 207, 1, 35, 48, 4965
416, 208, 1, 35, 48, 4864
418, 209, 1, 44, 64, 4686
420, 210, 1, 33, 48, 4682
422, 211, 1, 42, 48, 4660
424, 212, 1, 33, 44, 4741
426, 213, 1, 70, 45, 4638
428, 214, 1, 39, 59, 4771
430, 215, 1, 66, 40, 4776
432, 216, 1, 25, 43, 6126
434, 217, 1, 65, 43, 5485
436, 218, 1, 32, 48, 5595
438, 219, 1, 33, 42, 6320
440, 220, 1, 35, 62, 6140
442, 221, 1, 33, 46, 5554
444, 222, 1, 41, 43, 4847
446, 223, 1, 37, 46, 4726
448, 224, 1, 34, 43, 5008
450, 225, 1, 32, 41, 5439
452, 226, 1, 36, 56, 5756
454, 227, 1, 33, 40, 6230
456, 228, 1, 35, 42, 6609
458, 229, 1, 32, 37, 7026
460, 230, 1, 33, 37, 7405
462, 231, 1, 28, 41, 7585
464, 232, 1, 36, 60, 7517
466, 233, 1, 42, 39, 6586
468, 234, 1, 34, 37, 5490
470, 235, 1, 32, 36, 4560
472, 236, 1, 44, 35, 4445
474, 237, 1, 36, 40, 4765
476, 238, 1, 34, 52, 5318
478, 239, 1, 51, 35, 4796
480, 240, 1, 54, 41, 5416
482, 241, 1, 36, 37, 5853
484, 242, 1, 66, 35, 6059
486, 243, 1, 34, 52, 5874
488, 244, 1, 89, 35, 5820
490, 245, 1, 33, 37, 5784
492, 246, 1, 72, 35, 5638
494, 247, 1, 34, 36, 5537
496, 248, 1, 30, 40, 5462
498, 249, 1, 37, 61, 5377
500, 250, 1, 29, 38, 5093
502, 251, 1, 30, 33, 4992
504, 252, 1, 32, 35, 4889
506, 253, 7733, 37, 49, 3845
508, 254, 7704, 32, 47, 3830
510, 255, 1, 32, 51, 4398
512, 256, 7652, 84, 42, 3807
514, 257, 7619, 33, 45, 3789
516, 258, 7591, 46, 43, 3775
518, 259, 7563, 33, 42, 3759
520, 260, 7534, 41, 42, 3745
522, 261, 7469, 37, 60, 3713
524, 262, 7474, 34, 45, 3717
526, 263, 7445, 32, 43, 3701
528, 264, 7418, 32, 41, 3688
530, 265, 7393, 74, 39, 3673
532, 266, 7332, 31, 57, 3646
534, 267, 7338, 39, 39, 3648
536, 268, 7309, 34, 42, 3634
538, 269, 7281, 37, 40, 3618
540, 270, 7257, 33, 35, 3602
542, 271, 7229, 33, 40, 3593
544, 272, 7175, 74, 53, 3567
546, 273, 7175, 31, 39, 3565
548, 274, 7150, 38, 39, 3553
550, 275, 7121, 33, 41, 3541
552, 276, 7097, 35, 38, 3527
554, 277, 7072, 34, 40, 3517
556, 278, 7014, 33, 55, 3485
558, 279, 7020, 80, 39, 3488
560, 280, 6992, 33, 41, 3475
562, 281, 6969, 50, 39, 3464
564, 282, 6945, 24, 41, 3453
566, 283, 6919, 39, 42, 3440
568, 284, 6860, 36, 57, 3409
570, 285, 6872, 36, 41, 3417
572, 286, 6851, 33, 41, 3408
574, 287, 6827, 35, 41, 3396
576, 288, 6807, 35, 42, 3389
578, 289, 6781, 33, 42, 3377
580, 290, 6729, 59, 59, 3352
582, 291, 6740, 32, 39, 3355
584, 292, 6716, 41, 39, 3343
586, 293, 6696, 41, 40, 3335
588, 294, 6669, 35, 42, 3322
590, 295, 6620, 34, 51, 3293
