nios2-terminal: connected to hardware target using JTAG UART on cable
nios2-terminal: "USB-Blaster [USB-0]", device 1, instance 0
nios2-terminal: (Use the IDE stop button or Ctrl-C to terminate)

Tight Polling method selected
Please, press PB0 to continue, or change switch position and press PB1
2, 1, 15351, 4, 53372, 0,
4, 2, 12427, 6, 34907, 114,
6, 3, 7190, 9, 52133, 13949,
8, 4, 12495, 8, 835, 0,
10, 5, 12216, 8, 30299, 0,
12, 6, 10531, 8, 7562, 0,
14, 7, 7102, 8, 51329, 0,
16, 8, 13467, 11, 43557, 0,
18, 9, 7148, 12, 27579, 0,
20, 10, 10594, 15, 21167, 0,
22, 11, 13418, 17, 13060, 0,
24, 12, 10878, 19, 621, 0,
26, 13, 4942, 20, 61846, 0,
28, 14, 12162, 23, 1086, 0,
30, 15, 13908, 25, 59501, 0,
32, 16, 8282, 27, 52552, 0,
34, 17, 8439, 29, 45387, 0,
36, 18, 11560, 28, 47000, 0,
38, 19, 11500, 31, 43770, 0,
40, 20, 10673, 33, 41427, 0,
42, 21, 13137, 34, 41724, 0,
44, 22, 900, 32, 19148, 0,
46, 23, 2087, 34, 17196, 0,
48, 24, 2416, 36, 15250, 0,
50, 25, 9502, 41, 28974, 0,
52, 26, 2838, 36, 12790, 0,
54, 27, 9870, 44, 27485, 0,
56, 28, 9709, 47, 25933, 0,
58, 29, 6599, 33, 13630, 0,
60, 30, 15853, 51, 32103, 0,
62, 31, 11976, 49, 24339, 0,
64, 32, 11012, 49, 21281, 0,
66, 33, 13217, 54, 25869, 0,
68, 34, 12025, 54, 23571, 0,
70, 35, 12529, 57, 23450, 0,
72, 36, 11318, 59, 20532, 0,
74, 37, 11007, 62, 19967, 0,
76, 38, 12647, 60, 20811, 0,
78, 39, 11057, 58, 18191, 0,
80, 40, 10291, 64, 17599, 0,
82, 41, 7159, 50, 7476, 0,
84, 42, 6613, 42, 6916, 0,
86, 43, 6833, 52, 7141, 0,
88, 44, 6945, 52, 7245, 0,
90, 45, 9252, 55, 9605, 0,
92, 46, 9482, 53, 9760, 0,
94, 47, 11089, 70, 11379, 0,
96, 48, 11474, 70, 11740, 0,
98, 49, 11854, 73, 12110, 0,
100, 50, 12294, 74, 12550, 0,
102, 51, 12604, 76, 12926, 0,
104, 52, 12428, 84, 13429, 0,
106, 53, 12701, 86, 12944, 0,
108, 54, 13073, 85, 14953, 0,
110, 55, 13229, 90, 13456, 0,
112, 56, 12513, 81, 12726, 0,
114, 57, 14236, 105, 15872, 0,
116, 58, 13961, 103, 14169, 0,
118, 59, 14632, 103, 14824, 0,
120, 60, 15281, 103, 15467, 0,
122, 61, 15905, 113, 16084, 0,
124, 62, 15656, 115, 15316, 0,
126, 63, 15304, 110, 14604, 0,
128, 64, 15191, 116, 13885, 0,
130, 65, 14947, 111, 13167, 0,
132, 66, 14742, 108, 12508, 0,
134, 67, 14526, 116, 11851, 0,
136, 68, 14311, 106, 11206, 0,
138, 69, 14004, 105, 10607, 0,
140, 70, 13905, 102, 9974, 0,
142, 71, 13714, 104, 9386, 0,
144, 72, 13522, 98, 8686, 0,
146, 73, 13337, 93, 8071, 0,
148, 74, 13103, 93, 7504, 0,
150, 75, 12981, 89, 6893, 0,
152, 76, 12821, 90, 6402, 0,
154, 77, 12687, 116, 10229, 0,
156, 78, 12502, 76, 5451, 0,
158, 79, 13300, 119, 9486, 0,
160, 80, 12157, 126, 9043, 0,
162, 81, 12065, 118, 8854, 0,
164, 82, 11918, 111, 8174, 0,
166, 83, 11773, 111, 8375, 0,
168, 84, 11862, 125, 8137, 0,
170, 85, 11637, 118, 7759, 0,
172, 86, 11327, 114, 7724, 0,
174, 87, 11254, 124, 7620, 0,
176, 88, 11293, 119, 7476, 0,
178, 89, 12546, 131, 7056, 0,
180, 90, 10860, 99, 5564, 0,
182, 91, 10740, 95, 5503, 0,
184, 92, 10567, 98, 5469, 0,
186, 93, 10508, 101, 5385, 0,
188, 94, 10399, 105, 5326, 0,
190, 95, 10287, 103, 5274, 0,
192, 96, 10183, 105, 5216, 0,
194, 97, 10043, 122, 5174, 0,
196, 98, 9997, 106, 5088, 0,
198, 99, 9911, 103, 5048, 0,
200, 100, 9806, 107, 4995, 0,
202, 101, 9746, 107, 4926, 0,
204, 102, 9831, 112, 4769, 0,
206, 103, 12143, 122, 3513, 0,
208, 104, 12550, 115, 3615, 0,
210, 105, 12465, 136, 3866, 0,
